#gwasCatalog.chrom,gwasCatalog.chromStart,gwasCatalog.chromEnd,gwasCatalog.name,gwasCatalog.pubMedID,gwasCatalog.author,gwasCatalog.pubDate,gwasCatalog.journal,gwasCatalog.title,gwasCatalog.trait,gwasCatalog.initSample,gwasCatalog.replSample,gwasCatalog.region,gwasCatalog.genes,gwasCatalog.riskAllele,gwasCatalog.riskAlFreq,gwasCatalog.pValue,gwasCatalog.pValueDesc,gwasCatalog.orOrBeta,gwasCatalog.ci95,gwasCatalog.platform,gwasCatalog.cnv
chr16,53786614,53786615,rs9939609,31217584,Wojcik GL,2019-06-19,Nature,Genetic analyses of diverse populations improves discovery for complex traits.,Body mass index,"17,127 African American individuals, 21,955 Hispanic/Latino individuals, 4,647 Asian ancestry individuals, 3,936 Native Hawaiian ancestry individuals, 645 Native American ancestry individuals, 1,025 individuals",,16q12.2,NR,rs9939609-?,NR,9E-16,"",0.05365296,[0.041-0.067] unit increase,Illumina [32062178] (imputed),N
chr16,53786614,53786615,rs9939609,19079261,Willer CJ,2008-12-14,Nat Genet,Six new loci associated with body mass index highlight a neuronal influence on body weight regulation.,Body mass index,"32,387 European ancestry individuals","59,082 European ancestry individuals",16q12.2,FTO,rs9939609-A,0.41,4E-51,"",0.33,[0.27-0.39] kg/m2 increase,"Affymetrix, Illumina [2399588] (imputed)",N
chr16,53786614,53786615,rs9939609,17434869,Frayling TM,2007-04-12,Science,A common variant in the FTO gene is associated with body mass index and predisposes to childhood and adult obesity.,Body mass index,"5,483 European ancestry type 2 diabetes cases, 5,174 European ancestry controls","19,424 European ancestry adult individuals, 10,172 European ancestry children",16q12.2,FTO,rs9939609-A,0.39,3E-35,"",0.36,[0.34 - 0.46] kg/m2 increase (adults),Affymetrix [490032],N
chr16,53787212,53787213,rs17817712,31903547,Pei YF,2020-01-05,Clin Genet,Bivariate genome-wide association analysis identified three pleiotropic loci underlying osteoporosis and obesity.,Body mass index,"14,489 individuals","217,822 individuals",16q12.2,"",rs17817712-G,NR,3E-10,"",0.082,[0.057-0.107] unit increase,NR [6879267],N
chr16,53787212,53787213,rs17817712,31903547,Pei YF,2020-01-05,Clin Genet,Bivariate genome-wide association analysis identified three pleiotropic loci underlying osteoporosis and obesity.,Body mass index,"14,489 individuals","217,822 individuals",16q12.2,"",rs17817712-G,NR,2E-177,"",0.142,[0.13-0.15] unit increase,NR [6879267],N
chr16,53787212,53787213,rs17817712,30045251,Lee MR,2018-07-01,Medicine (Baltimore),Causal association of body mass index with hypertension using a Mendelian randomization design.,Body mass index,"8,832 Korean ancestry individuals",,16q12.2,FTO,rs17817712-?,NR,1E-6,"",0.348,[0.21-0.49] unit increase,Affymetrix [1590162] (imputed),N
chr16,53787702,53787703,rs7202116,31217584,Wojcik GL,2019-06-19,Nature,Genetic analyses of diverse populations improves discovery for complex traits.,Body mass index,"17,127 African American individuals, 21,955 Hispanic/Latino individuals, 4,647 Asian ancestry individuals, 3,936 Native Hawaiian ancestry individuals, 645 Native American ancestry individuals, 1,025 individuals",,16q12.2,NR,rs7202116-?,NR,1E-15,"",0.05348474,[0.04-0.067] unit increase,Illumina [32062178] (imputed),N
chr16,53787702,53787703,rs7202116,22982992,Yang J,2012-09-12,Nature,FTO genotype is associated with phenotypic variability of body mass index.,Body mass index,"133,154 European ancestry individuals","59,325 European ancestry individuals",16q12.2,FTO,rs7202116-G,0.402,2E-10,(discovery + validation),0.036,[0.025-0.047] unit increase,"Affymetrix, Illumina, Perlegen [~ 2440000] (imputed)",N
chr16,53788738,53788739,rs7185735,31217584,Wojcik GL,2019-06-19,Nature,Genetic analyses of diverse populations improves discovery for complex traits.,Body mass index,"17,127 African American individuals, 21,955 Hispanic/Latino individuals, 4,647 Asian ancestry individuals, 3,936 Native Hawaiian ancestry individuals, 645 Native American ancestry individuals, 1,025 individuals",,16q12.2,NR,rs7185735-?,NR,1E-15,"",0.05351825,[0.04-0.067] unit increase,Illumina [32062178] (imputed),N
chr16,53790540,53790541,rs145076406,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs145076406-?,NR,2E-8,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53791575,53791576,rs9941349,31217584,Wojcik GL,2019-06-19,Nature,Genetic analyses of diverse populations improves discovery for complex traits.,Body mass index,"17,127 African American individuals, 21,955 Hispanic/Latino individuals, 4,647 Asian ancestry individuals, 3,936 Native Hawaiian ancestry individuals, 645 Native American ancestry individuals, 1,025 individuals",,16q12.2,NR,rs9941349-?,NR,4E-21,"",0.06895291,[0.055-0.083] unit increase,Illumina [32062178] (imputed),N
chr16,53791992,53791993,rs56137030,33209044,Ahn Y,2020-11-12,Diabetes Metab Syndr Obes,Identification of Genetic Variants for Female Obesity and Evaluation of the Causal Role of Genetically Defined Obesity in Polycystic Ovarian Syndrome.,Body mass index,"4,658 Korean ancestry females","5,295 Korean ancestry females",16q12.2,NR,rs56137030-A,0.13,3E-8,"",0.382,[0.25-0.52] unit increase,Affymetrix [NR] (imputed),N
chr16,53792121,53792122,rs7187961,28552196,Tachmazidou I,2017-06-01,Am J Hum Genet,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Weight,"1,249 whole genome sequenced European ancestry individuals, 3,559 whole genome sequenced individuals, 46,819 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,172 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,051 Mylopotamos (founder/genetic isolate) individuals, 942 Pomak (founder/genetic isolate) individuals, 1,779 Val Borbera (founder/genetic isolate) individuals","179,022 European ancestry individuals",16q12.2,FTO,rs7187961-T,0.2129,3E-7,"",0.0428,[0.027-0.059] unit decrease,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N
chr16,53792121,53792122,rs7187961,28552196,Tachmazidou I,2017-06-01,Am J Hum Genet,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Body mass index,"1,249 whole genome sequenced European ancestry individuals, 3,538 whole genome sequenced individuals, 46,635 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,170 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,019 Mylopotamos (founder/genetic isolate) individuals, 932 Pomak (founder/genetic isolate) individuals, 1,778 Val Borbera (founder/genetic isolate) individuals","209,191 European ancestry individuals",16q12.2,FTO,rs7187961-T,0.2129,2E-10,"",0.0528,[0.037-0.069] unit decrease,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N
chr16,53794153,53794154,rs17817964,31217584,Wojcik GL,2019-06-19,Nature,Genetic analyses of diverse populations improves discovery for complex traits.,Body mass index,"17,127 African American individuals, 21,955 Hispanic/Latino individuals, 4,647 Asian ancestry individuals, 3,936 Native Hawaiian ancestry individuals, 645 Native American ancestry individuals, 1,025 individuals",,16q12.2,NR,rs17817964-?,NR,3E-28,"",0.08899804,[0.073-0.105] unit increase,Illumina [32062178] (imputed),N
chr16,53794153,53794154,rs17817964,23583978,Monda KL,2013-04-14,Nat Genet,A meta-analysis identifies new loci associated with body mass index in individuals of African ancestry.,Body mass index,"37,956 African American individuals, 1,188 Nigerian ancestry individuals","27,661 African America/Afro-Caribbean individuals, 4,607 Sub-Saharan African ancestry individuals, 123,706 European ancestry inidividuals",16q12.2,FTO,rs17817964-T,0.12,1E-10,(AA and Sub-Saharan),0.073,[0.051-0.095] unit increase,"Affymetrix, Illumina [3283202] (imputed)",N
chr16,53794591,53794592,rs111241709,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs111241709-?,NR,3E-9,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53795055,53795056,rs73607075,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs73607075-?,NR,5E-16,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53796180,53796181,rs185004749,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs185004749-?,NR,2E-10,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53796552,53796553,rs9930506,31217584,Wojcik GL,2019-06-19,Nature,Genetic analyses of diverse populations improves discovery for complex traits.,Body mass index,"17,127 African American individuals, 21,955 Hispanic/Latino individuals, 4,647 Asian ancestry individuals, 3,936 Native Hawaiian ancestry individuals, 645 Native American ancestry individuals, 1,025 individuals",,16q12.2,NR,rs9930506-?,NR,4E-18,"",0.06184631,[0.048-0.076] unit increase,Illumina [32062178] (imputed),N
chr16,53805123,53805124,rs62033417,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs62033417-?,NR,5E-9,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53808995,53808996,rs12149832,31217584,Wojcik GL,2019-06-19,Nature,Genetic analyses of diverse populations improves discovery for complex traits.,Body mass index,"17,127 African American individuals, 21,955 Hispanic/Latino individuals, 4,647 Asian ancestry individuals, 3,936 Native Hawaiian ancestry individuals, 645 Native American ancestry individuals, 1,025 individuals",,16q12.2,NR,rs12149832-?,NR,1E-25,"",0.08310456,[0.068-0.099] unit increase,Illumina [32062178] (imputed),N
chr16,53812704,53812705,rs117095258,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs117095258-?,NR,4E-8,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53820851,53820852,rs8054908,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs8054908-?,NR,4E-16,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53832062,53832063,rs9302652,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs9302652-?,NR,2E-31,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53832062,53832063,rs9302652,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"434,794 European ancestry female individuals",,16q12.2,,rs9302652-T,0.735,9E-40,"",0.0243,[0.021-0.028] unit decrease,NR [~ 27400000] (imputed),N
chr16,53872939,53872940,rs7188378,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs7188378-?,NR,4E-14,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53898000,53898001,rs12920255,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs12920255-?,NR,4E-8,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53898000,53898001,rs12920255,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16q12.2,"",rs12920255-?,NR,2E-8,"",,"",NR [~ 8900000] (imputed),N
chr16,54114715,54114716,rs62034143,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs62034143-?,NR,7E-10,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,54114715,54114716,rs62034143,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16q12.2,"",rs62034143-?,NR,4E-10,"",,"",NR [~ 8900000] (imputed),N
chr16,54118817,54118818,rs2072518,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"806,834 European ancestry individuals",,16q12.2,,rs2072518-A,0.5707,7E-11,"",0.0107,[0.0076-0.0138] unit increase,NR [~ 27400000] (imputed),N
chr16,56437497,56437498,rs7189122,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q13,NR,rs7189122-?,NR,3E-9,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,56437497,56437498,rs7189122,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16q13,"",rs7189122-?,NR,3E-9,"",,"",NR [~ 8900000] (imputed),N
chr16,56437497,56437498,rs7189122,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"806,834 European ancestry individuals",,16q13,,rs7189122-T,0.8331,4E-11,"",0.0146,[0.01-0.019] unit decrease,NR [~ 27400000] (imputed),N
chr16,56477113,56477114,rs112162270,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Body mass index,"359,983 European ancestry individuals, 163,835 East Asian ancestry individuals",,16q13,"",rs112162270-G,NR,2E-10,"",0.0153,[0.011-0.02] unit increase,"Affymetrix, Illumina [20538802] (imputed)",N
chr16,56491147,56491148,rs11640452,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Weight,"360,116 European ancestry individuals, 165,419 East Asian ancestry individuals",,16q13,"",rs11640452-A,NR,3E-9,"",0.0115,[0.0078-0.0152] unit increase,"Affymetrix, Illumina [20539548] (imputed)",N
chr16,58519825,58519825,rs59247776,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Weight,"360,116 European ancestry individuals, 165,419 East Asian ancestry individuals",,16q21,"",rs59247776-CAATCA,NR,4E-8,"",0.0132,[0.0085-0.0179] unit increase,"Affymetrix, Illumina [20539548] (imputed)",N
chr16,62769936,62769937,rs11075489,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"806,834 European ancestry individuals",,16q21,,rs11075489-T,0.4739,1E-11,"",0.0116,[0.0083-0.0149] unit decrease,NR [~ 27400000] (imputed),N
chr16,62774102,62774103,rs2962466,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q21,NR,rs2962466-?,NR,4E-9,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,62774102,62774103,rs2962466,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16q21,"",rs2962466-?,NR,1E-9,"",,"",NR [~ 8900000] (imputed),N
chr16,62834026,62834028,rs3044849,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Body mass index,"359,983 European ancestry individuals, 163,835 East Asian ancestry individuals",,16q21,"",rs3044849-T,NR,6E-9,"",0.0113,[0.0076-0.015] unit decrease,"Affymetrix, Illumina [20538802] (imputed)",N
chr16,64682947,64682948,rs9940346,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q21,NR,rs9940346-?,NR,2E-8,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,64684244,64684245,rs9932690,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16q21,"",rs9932690-?,NR,2E-8,"",,"",NR [~ 8900000] (imputed),N
chr16,67297950,67297951,rs9930024,28552196,Tachmazidou I,2017-06-01,Am J Hum Genet,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Body mass index,"1,249 whole genome sequenced European ancestry individuals, 3,538 whole genome sequenced individuals, 46,635 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,170 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,019 Mylopotamos (founder/genetic isolate) individuals, 932 Pomak (founder/genetic isolate) individuals, 1,778 Val Borbera (founder/genetic isolate) individuals","209,191 European ancestry individuals",16q22.1,KCTD19,rs9930024-T,0.5757,1E-6,"",0.0333,[0.02-0.047] unit decrease,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N
chr16,68278960,68278961,rs9925773,28552196,Tachmazidou I,2017-06-01,Am J Hum Genet,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Body mass index,"1,249 whole genome sequenced European ancestry individuals, 3,538 whole genome sequenced individuals, 46,635 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,170 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,019 Mylopotamos (founder/genetic isolate) individuals, 932 Pomak (founder/genetic isolate) individuals, 1,778 Val Borbera (founder/genetic isolate) individuals","209,191 European ancestry individuals",16q22.1,SLC7A6,rs9925773-A,0.2853,5E-7,"",0.0384,[0.024-0.053] unit increase,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N
chr16,68340530,68340531,rs3785119,28552196,Tachmazidou I,2017-06-01,Am J Hum Genet,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Weight,"1,249 whole genome sequenced European ancestry individuals, 3,559 whole genome sequenced individuals, 46,819 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,172 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,051 Mylopotamos (founder/genetic isolate) individuals, 942 Pomak (founder/genetic isolate) individuals, 1,779 Val Borbera (founder/genetic isolate) individuals","179,022 European ancestry individuals",16q22.1,PRMT7,rs3785119-T,0.7028,4E-7,"",0.0355,[0.022-0.049] unit decrease,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N
chr16,68348074,68348075,rs2307022,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q22.1,NR,rs2307022-?,NR,4E-10,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,68348074,68348075,rs2307022,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16q22.1,"",rs2307022-?,NR,8E-11,"",,"",NR [~ 8900000] (imputed),N
chr16,68348074,68348075,rs2307022,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"806,834 European ancestry individuals",,16q22.1,,rs2307022-A,0.3278,8E-15,"",0.0134,[0.01-0.017] unit increase,NR [~ 27400000] (imputed),N
chr16,68348074,68348075,rs2307022,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"374,756 European ancestry male individuals",,16q22.1,,rs2307022-A,0.3278,8E-15,"",0.0134,[0.01-0.017] unit increase,NR [~ 27400000] (imputed),N
chr16,68348074,68348075,rs2307022,28892062,Akiyama M,2017-09-11,Nat Genet,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",16q22.1,PRMT7,rs2307022-G,0.65,3E-8,"",0.016,[0.01-0.022] unit decrease,Illumina [6108953] (imputed),N
chr16,68348074,68348075,rs2307022,25673413,Locke AE,2015-02-12,Nature,Genetic studies of body mass index yield new insights for obesity biology.,Body mass index,"up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals","up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals",16q22.1,PRMT7,rs2307022-A,0.338,1E-6,(EA),0.016,[0.0095-0.0225] kg/m2 increase,"Affymetrix, Illumina [2550021]",N
chr16,68348074,68348075,rs2307022,25673413,Locke AE,2015-02-12,Nature,Genetic studies of body mass index yield new insights for obesity biology.,Body mass index,"up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals","up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals",16q22.1,PRMT7,rs2307022-A,0.334,4E-7,"",0.016,[0.0098-0.022] kg/m2 increase,"Affymetrix, Illumina [2550021]",N
chr16,68374215,68374216,rs1110570,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Weight,"360,116 European ancestry individuals, 165,419 East Asian ancestry individuals",,16q22.1,"",rs1110570-C,NR,2E-9,"",0.0121,[0.0082-0.016] unit decrease,"Affymetrix, Illumina [20539548] (imputed)",N
chr16,68387872,68387873,rs8055813,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Body mass index,"359,983 European ancestry individuals, 163,835 East Asian ancestry individuals",,16q22.1,"",rs8055813-G,NR,2E-8,"",0.0129,[0.0084-0.0174] unit decrease,"Affymetrix, Illumina [20538802] (imputed)",N
chr16,69153414,69153415,rs5011579,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q22.1,NR,rs5011579-?,NR,2E-10,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,69153414,69153415,rs5011579,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"434,794 European ancestry female individuals",,16q22.1,,rs5011579-C,0.2828,2E-10,"",0.0135,[0.0094-0.0176] unit decrease,NR [~ 27400000] (imputed),N
chr16,69251606,69251607,rs192042440,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q22.1,NR,rs192042440-?,NR,5E-13,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,69251606,69251607,rs192042440,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16q22.1,"",rs192042440-?,NR,1E-12,"",,"",NR [~ 8900000] (imputed),N
chr16,69515845,69515846,rs11866219,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"434,794 European ancestry female individuals",,16q22.1,,rs11866219-A,0.4223,5E-28,"",0.019,[0.016-0.022] unit increase,NR [~ 27400000] (imputed),N
chr16,69522811,69522812,rs889398,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"806,834 European ancestry individuals",,16q22.1,,rs889398-T,0.4151,3E-32,"",0.0195,[0.016-0.023] unit decrease,NR [~ 27400000] (imputed),N
chr16,69522811,69522812,rs889398,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"374,756 European ancestry male individuals",,16q22.1,,rs889398-T,0.4151,3E-32,"",0.0195,[0.016-0.023] unit decrease,NR [~ 27400000] (imputed),N
chr16,69522811,69522812,rs889398,30108127,Hoffmann TJ,2018-08-14,Genetics,A Large Multi-ethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci.,Body mass index,"315,347 European ancestry individuals, 8,322 Hispanic/Latino individuals, 7,290 East Asian ancestry individuals, 3,069 African American individuals, 459 South Asian ancestry individuals","431,743 European ancestry individuals, 9,275 South Asian ancestry individuals, 8,261 African British individuals, 1,822 East Asian ancestry individuals, 7,620 individuals",16q22.1,NR,rs889398-C,NR,2E-10,"",0.016,[NR] unit increase,Affymetrix [at least 28613428] (imputed),N
chr16,69522811,69522812,rs889398,26426971,Winkler TW,2015-10-01,PLoS Genet,The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.,Body mass index,"up to 309,889 European ancestry individuals",,16q22.1,"MIR1538, CYB5B, TERF2, VPS4A, PDF, COG8, NIP7, TMED6, SNTB2, TANGO6, HAS3, CHTF8, CIRH1A, NQO1, NOB1, WWP2, MIR140, CLEC18A, PDXDC2P",rs889398-T,0.430194282716135,5E-11,"",0.017786881,unit decrease,"Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)",N
chr16,69522811,69522812,rs889398,25673413,Locke AE,2015-02-12,Nature,Genetic studies of body mass index yield new insights for obesity biology.,Body mass index,"up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals","up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals",16q22.1,MIR1538,rs889398-C,0.579,2E-6,"",0.014,[0.0084-0.0198] kg/m2 increase,"Affymetrix, Illumina [2550021]",N
